date,SMALL LoINV,ME1 INV2,ME1 INV3,ME1 INV4,SMALL HiINV,ME2 INV1,ME2 INV2,ME2 INV3,ME2 INV4,ME2 INV5,ME3 INV1,ME3 INV2,ME3 INV3,ME3 INV4,ME3 INV5,ME4 INV1,ME4 INV2,ME4 INV3,ME4 INV4,ME4 INV5,BIG LoINV,ME5 INV2,ME5 INV3,ME5 INV4,BIG HiINV
200805,4.67,2.07,2.92,3.28,4.09,5.34,4.52,5.72,5.83,6.39,4.45,6.73,3.1,4.93,6.65,2.97,4.85,4.93,3.02,5.38,2.76,0.61,1.81,-1.46,2.22
200806,-8.46,-10.36,-10.48,-9.72,-6.14,-8.1,-10.14,-10.51,-5.6,-6.1,-7.78,-7.78,-10.56,-7.02,-4.95,-11.02,-8.5,-10.84,-7.79,-6.22,-7.46,-8.92,-5.88,-10.2,-9.49
200807,3.59,6.06,8.75,4.65,3.1,7.85,4.94,6.7,3.77,0.83,1.21,2.92,1.02,0.38,-0.11,-1.66,-1.88,0.6,-1.61,-6.74,-4.37,1.03,-1.29,0.5,-3.35
200808,2.33,4.42,4.05,7.73,1.32,4.67,5.85,3.98,8.79,4.83,5.16,3.35,2.06,3.52,3.43,1.18,2.53,3.41,3.03,0.77,3.66,1.87,1.53,0.74,-0.74
200809,-9.41,-4.7,-6.11,-7.18,-11.39,-8.6,-5.49,-3.28,-8.15,-9.35,-8.39,-6.73,-8.09,-14.35,-11.9,-12.02,-12.99,-9.31,-12.11,-16.07,-9.93,-8.21,-7.15,-6.66,-13.64
200810,-23.95,-18.48,-15.51,-19.07,-21.74,-23.51,-20.07,-19.36,-20.02,-22.96,-18.77,-14.98,-19,-22.57,-22.65,-20.4,-22.45,-17.62,-20.24,-26.64,-18.61,-12.28,-16.76,-16.13,-16.06
200811,-15,-13.01,-12.82,-12.65,-13.25,-13.3,-8.25,-9.34,-13.84,-12.38,-16.55,-5.89,-7.53,-9.7,-11.14,-10.05,-7.79,-9.78,-9.4,-10.71,-9.9,-2.9,-7.3,-7.17,-8.7
200812,1.15,4.08,4,5.31,5.15,4.81,4.73,7.75,5.9,5.57,3.04,2.85,3.45,5.93,6.82,4.8,4.74,4.33,1.45,5.99,-1.05,2.11,1.98,0.17,1.44
200901,-10.31,-12.69,-13.93,-13.99,-8.28,-13.59,-11.68,-12.11,-13.23,-7.1,-6.49,-12.5,-9.83,-7.93,-7.63,-8.66,-6.95,-7.08,-5.49,-5.6,-6.34,-8.75,-9.88,-8.65,-4.06
200902,-12.69,-12.79,-13.88,-11.77,-12.4,-14.41,-13.79,-10.11,-13.05,-10.59,-10.08,-11.56,-8.83,-8.66,-9.52,-9.35,-10.69,-7.97,-9.29,-9.93,-7.63,-10.88,-11.11,-11.44,-4.55
200903,9.69,8.24,8.97,10.44,11.81,9.96,9.83,8.15,13.21,9.12,12.69,10.14,9.79,9.04,8.44,6.93,8.49,8.07,8.62,10.96,9.97,5.93,7.72,9.65,10.87
200904,21.72,15.07,14.82,15.44,16.86,22.87,10.76,14.84,20.12,15.09,18.37,13.43,14.3,17.02,15.74,12.3,15.97,12.52,13.02,14.11,11.86,5.99,8.64,8.48,10.02
200905,5.34,4.79,4.15,4.38,6.04,3.05,1.85,2.13,1.86,5.12,0.85,1.22,0.09,4.8,3.16,3.05,4.03,2.96,3.7,7.25,5.99,3.92,4.93,5.49,7.98
200906,3.71,4.34,3.4,3.52,6.52,-0.42,2.6,0.79,0.86,3.67,-0.17,0.45,0.27,0.96,1.16,1.13,1.32,1.64,-0.41,-0.41,3.85,1.1,-1.11,-0.43,0.24
200907,14.32,12.46,7.65,6.99,7.93,13.27,11.85,9.14,9.18,8.82,11.94,11.15,10.47,8.58,8.65,13.92,6.1,9.87,7.27,8.5,9.36,6.77,8.03,7.61,6.13
200908,11.08,4.62,4.06,2.55,3.22,9.45,2.14,3.02,3.15,1.53,5.01,4.51,3.63,2.65,1.92,8.65,7.44,5.37,2.02,3.3,5.69,2.74,1.7,3.04,3.48
200909,9.05,7.97,5.27,5.05,5.24,9.18,7.87,3.68,6.15,6.91,5.65,5.21,7.55,7.3,6.21,7.6,6.09,6.39,5.61,7.42,4.09,1.48,5.79,1.68,4.68
200910,-11.43,-7.89,-5.45,-6.88,-8.42,-10.25,-7.95,-6.53,-6.27,-6.89,-8.17,-5.06,-5.5,-6.09,-4.55,-7.3,-4.66,-5.6,-4.27,-3.21,-1.63,-0.48,-2.5,-1.71,-0.98
200911,1.92,2.36,0.72,0,2.3,3.38,1.68,4.08,2.25,2.77,3.67,4.18,5.27,3.44,4.21,5.41,3.01,6.32,4.26,4.87,4.7,5.91,6.86,6.46,5.66
200912,9.08,10.35,7.05,6.6,7.22,11.95,11.08,8.71,7.96,7.95,8.64,7.62,6.98,7.15,6.85,7.79,6.15,4.56,5.05,7.52,0.97,0.14,2.12,0.96,3.39
201001,-1.59,-3.63,-3.83,-2.19,-4.18,-2.04,-3.68,-2.68,-2.59,-3.04,-3.75,-1.6,-3.55,-4.36,-4.09,-6.1,-2.77,-1.91,-3.43,-4.39,-5.77,-1.84,-2.43,-2.69,-5.47
201002,6.55,7.12,5.06,4.62,3.45,4.8,3.67,3.95,4.22,3.37,6.13,5.05,5.93,4.43,5.14,3.78,7.52,6.11,4.06,5.82,4.4,1.76,3.39,3.18,2.75
201003,10.13,8.18,7.75,7.65,5.98,11.26,7.84,8.01,7.9,7.71,8.02,9.63,8.21,8.33,6.75,8.73,8.16,8.97,6.58,7.58,7.25,4.86,5.87,4.92,6.38
201004,12.33,10.1,9.06,6.95,5.16,5.29,8.11,5.17,5.5,3.85,4.79,3.83,6.8,4.6,3.19,6.04,3.12,6.83,5.1,2.12,2.15,0.65,0.36,1.24,1.25
201005,-9.17,-8.46,-8.43,-6.93,-8.28,-10.97,-9.58,-6.17,-6.95,-6.61,-8.29,-7.05,-6.58,-7.62,-7.62,-6.8,-6.63,-8.59,-6.4,-6.92,-6.97,-7.08,-7.62,-7.68,-9.62
201006,-11.23,-8.34,-7.96,-7.02,-6.86,-9.39,-9.32,-9.03,-7.13,-6.79,-9.68,-6.87,-6.76,-6.91,-7.08,-9.68,-6.96,-7.02,-3.96,-6.7,-7.26,-3.01,-3.58,-5.15,-6.98
201007,7.17,8.38,5.88,6.03,3.33,9.16,6.67,8.66,6.27,5.33,8.83,6.76,8.44,7.48,5.33,8.14,8.3,8.03,7.48,6.02,8.11,7.98,7.19,7.48,5.61
201008,-10.02,-8.76,-9.23,-8.47,-8.09,-10.53,-5.91,-5.51,-6.25,-8.84,-6.67,-8.04,-4.66,-6.86,-5.02,-7.21,-7.38,-5.27,-3.53,-3.68,-5.16,-7.66,-4.13,-3.87,-2.9
201009,14.73,11.25,11.86,8.91,10.83,14.24,14.72,11.61,11.9,13.95,14.29,13.4,11.1,13.34,11.44,12.72,9.78,11.07,9.85,11.09,9.18,7.64,8.19,8.15,10.43
201010,5.97,5.07,2.95,4.52,5.98,1.95,4.55,3.15,4.02,3.18,4.37,4.94,3.53,4.5,3.85,4.16,2.95,3.08,3.65,2.89,5.16,3.64,4.48,4.15,3.16
201011,5.51,2.89,4.12,2.8,2.75,5.68,3.94,4.08,3.03,2.52,3.73,6.02,3.5,2.9,4.14,4.38,2.64,1.91,2.78,3.14,1.42,-0.14,0.87,-0.27,-1.29
201012,10.83,9.79,7.78,8.41,7.45,11.82,7.9,8.73,6.6,7.29,9.23,8.62,6.98,6.87,5.88,10.66,8.52,5.35,6.07,6.31,8.76,9.61,6.17,6.18,4.99
201101,-0.98,1,-2.32,-1.96,-2.4,1.82,1.12,1.49,0.12,0.02,1.93,1.37,1.6,-0.02,2.12,4,3.43,1.76,1.63,1.63,1.85,3.07,3.69,1.13,1.6
201102,5.64,5.06,4.92,4.09,2.85,7.97,6.14,5.89,4.89,4.96,6.51,4.81,5.78,6.55,5.11,3.42,2.84,4.66,3.43,4.97,4.82,2.55,3.04,3.33,3.24
201103,2.39,3.15,3.46,1.84,2.15,2.74,2.14,3.93,3.48,1.25,2.12,3.11,4.18,3.38,3.5,-0.03,2.05,1.32,1.53,3.6,-0.26,-1.03,1,-0.26,-0.46
201104,0.7,0.92,2.07,0.49,2.57,2.07,2.44,1.18,3.1,2.64,4.19,2.72,5.42,2.68,3.08,1.04,3.92,3.03,2.79,2.13,2.23,1.69,3.66,3.93,2.8
201105,-3.98,-2.05,-1.56,-1.64,-2.12,-3.46,-2.02,-2.58,-0.38,-1.84,-2.62,-0.49,-0.94,-3.02,-0.97,-2.53,-0.76,0.1,-0.43,0.42,-3.1,-2.57,-1.15,-1.09,-0.6
201106,-4.06,-3.16,-0.39,-1.48,-3.03,-2.92,-0.93,-0.02,-0.62,-1.78,-2.83,-1.32,-1.26,-1.8,-1.19,-4.19,-2.74,-1,-1.96,-1.83,-3.36,-2.33,-1.34,-0.53,-1.99
201107,-2.56,-2.05,-2.15,-3.05,-3.1,-4.72,-5.13,-5.21,-3.05,-3.87,-5.1,-5.99,-3.28,-3.02,-4.08,-4.15,-3.53,-4.2,-3.49,-3.3,-4.34,-3.18,-2.13,-2.31,0.84
201108,-12.39,-8.57,-8.95,-9.71,-11.57,-11.58,-9.03,-9.06,-9.62,-9.43,-9.89,-9.05,-7.29,-6.94,-8.62,-11.97,-8.2,-4.23,-7.45,-8.46,-4.5,-5.31,-4.9,-5.4,-5.38
201109,-12.55,-10.12,-9.39,-9.93,-12.06,-12.3,-9.08,-12.22,-11.5,-11.31,-12.8,-11.2,-9.91,-12.83,-11.06,-10.25,-9.7,-8.88,-11.46,-9.86,-5.07,-7.66,-7,-7.63,-5.38
201110,13.4,13.37,13.73,13.21,12.34,15.7,15.72,15.3,17.71,15.55,16.23,15.73,15.58,14.59,15.33,12.78,13.97,13.84,16.55,13.62,8.64,10.94,10.83,10.55,10.38
201111,-1.34,-0.67,-0.09,-0.01,-3.36,1.85,0.82,0.22,-0.26,-1.97,0.34,0.35,0.68,0.01,-0.97,-1.21,-0.06,0.34,-0.86,0.74,0.17,-0.02,-0.18,0.51,-1.08
201112,1.52,1.75,2.27,0.49,-0.31,-0.21,0.88,0.58,1.22,-0.38,0.76,0.35,0.63,-0.19,-1.64,0.84,0.49,0.06,-0.34,-2.31,4.02,1.71,1.06,0.65,-0.51
201201,10.85,6.88,6.85,8.01,8.99,7.08,6.23,7.36,5.82,7.33,6.39,4.91,5.38,6.36,7.3,7.56,4.47,3.81,7.27,8.81,2,3.68,5.41,5.25,5.17
201202,3.47,0.97,0.77,-0.14,1.2,5.33,3.13,3.03,2.93,2.97,5.53,2.69,4.03,4.92,3.2,7.46,2.51,4.89,4.67,5.47,3.55,5.82,2.99,3.37,5.8
201203,4.74,2.86,3.29,4.71,2.39,2.44,3.49,2.76,1.56,2.51,3.57,1.09,0.82,1.41,0.83,3.18,2.25,1.67,1.33,2.15,3.93,3.9,3.57,1.85,3.79
201204,-2.06,-0.53,-1.58,-1.37,-2.8,-2.17,-2.13,-0.69,-2.56,-1.03,-1,-0.91,0.44,-0.82,-2.35,-2.47,0.66,0.53,-0.09,-1.91,0.05,-0.91,-1.8,-0.51,-0.35
201205,-7.47,-5.11,-5.67,-6.44,-8.45,-5.62,-7.36,-4.58,-6.71,-7.21,-6.24,-6.88,-6.24,-7.18,-7.57,-6.99,-7.24,-7.74,-8.33,-7.91,-3.65,-4.46,-6.14,-6.6,-6.85
201206,6.07,6.12,5.5,5.97,6.3,6.13,3.87,4.33,3.82,6.05,4.99,3.19,2.72,2.95,3.65,4.85,2.08,1.74,1.56,1.15,4.69,4.68,3.72,3.36,4.2
201207,-1.45,-2.75,-0.75,-1.19,-3.7,-3.08,-1.41,0.21,-0.98,-2.63,-1.48,-3.01,0.68,-0.72,-0.39,-1.47,-0.27,-0.52,-0.84,-1.51,0.71,1.41,1.26,1.47,1.52
201208,2.14,3.96,3.29,3.25,2.09,3.68,3.39,0.8,2.62,2.51,5.91,3.63,2.71,3.25,5.33,4.97,3.14,2.67,4.36,4.68,4.21,0.28,1.27,1.39,4.84
201209,4.36,5.86,4.23,4.34,4.1,4.15,3.13,5.02,3.67,4.53,2.48,3.27,2.74,2.16,2.34,3.76,2.57,2.22,1.26,1.81,5.15,3.36,2.42,2.09,1.87
201210,-4.31,-2.35,-2.23,-2.74,-4.19,-2.56,-2.15,-1.34,-1.32,-5.13,0.75,-1.37,-0.56,0.14,-2.17,0.32,-0.29,1.62,-1.9,-1.01,0.37,-1.6,-0.93,-1.36,-5.13
201211,1.27,2,0.19,-0.21,-0.62,0.76,1.08,1.07,0.08,-0.02,4.3,2.06,3.18,2.08,1.16,0.29,2.63,0.65,2.48,2.42,0.96,0.69,0.09,-0.03,1.23
201212,3.26,5.38,3.84,3.91,2.09,4.07,3.55,4.34,3.44,2.85,2.02,3.48,2.43,2.43,4.71,3.22,2.07,1.1,2.94,3.51,2.72,0.19,1.11,1.04,-1.02
201301,5.79,4.94,7.22,4.61,6.05,7.98,5.47,6.62,5.71,7.05,6.65,6.94,6.96,6.38,6.15,10.43,6.42,6.67,7.87,6.91,6.71,6.75,5.3,5.63,2.03
201302,1.06,1.23,1.86,-0.47,0.53,0.93,1.35,1.32,0.73,1.69,1.66,1.59,1.45,1.12,1.05,1.97,1.86,1.77,0.7,0.17,1.33,1.28,2.32,1.08,0.37
201303,6.08,5.19,3.11,4.42,6.85,5.69,4.94,4.2,4.03,3.99,3.64,6.54,4.79,5.31,4.48,6.09,5.33,5.17,4.27,3.18,4.58,4.41,4.71,3.72,1.68
201304,1.3,-0.35,1.31,-1.06,-0.64,0.86,-0.82,-2.06,-0.65,-0.99,-0.36,-0.19,0.72,-0.81,-2.29,0.6,1.24,1.26,-0.06,1.57,1.38,1.96,2.59,1.3,2.21
201305,5.86,5.01,7.62,3.91,5.7,6.43,5.17,2.5,6.18,6,3.81,3.95,2.66,4.28,6.59,4.32,3.1,1.43,4.65,3.53,3.53,0.01,2.63,2.48,3.23
201306,1.13,0.3,1.55,-0.58,0.37,-0.03,-0.49,0.74,0.9,0.42,-2.03,-0.65,-0.11,-0.2,-1.24,-2.33,-1.49,-1.84,-1.37,-1.72,-1.77,-2.38,0.12,-0.59,-3.15
201307,9.91,7.49,7.8,7.42,7.2,7.77,7.57,5.71,6.63,6.86,9.58,8.64,7.42,5.61,7.22,7.66,6.36,5.62,6,7.67,4.41,4.88,5.54,3.46,7.97
201308,-2.91,-3.85,-3.67,-4.44,-0.87,-3.5,-4.38,-3.26,-2.89,-0.01,-3.29,-2.62,-3.39,-3.59,-1.65,-1.86,-3.3,-3.06,-2.03,-1.77,-2.9,-3.55,-4.5,-2.02,-0.41
201309,7.36,5.99,6.4,6.42,8.27,6.28,5.14,7.59,5.95,7.35,5.24,5.83,4.8,5.75,6.4,4.68,5.26,5,4.44,6.8,2.5,2.77,2.72,3.4,4.26
201310,1.81,2.73,3.07,3.36,-0.77,1.44,4.35,3.97,2.78,-0.38,3.42,2.55,4.92,3.86,3.66,3.14,3.96,4.35,2.43,2.78,6.75,3.7,3.91,4.25,5.46
201311,6.92,5.3,7.6,4.24,4.89,2.87,4.96,4.38,4.86,4.05,4.16,5.12,2.6,2.75,2.36,2.49,2.47,1.77,1.32,0.88,1.69,3.32,3.76,3.08,3.16
201312,2.36,1.05,1.34,1.55,3.19,3.31,2.08,0.7,2.6,2.34,2.62,2.58,3.59,2.94,2.15,3.12,2.93,2.77,3.64,3.23,2.18,2.76,2.1,2.67,3.33
201401,0.03,-3.97,-4.44,-2.94,1.42,-3.34,-5.15,-3.48,-5.16,-0.43,-2.89,0.2,-2.84,-3.43,-2.75,-4.93,-2.92,-2.98,-2.1,-2.32,-5.69,-4.36,-2.94,-3.79,-2.07
201402,5.43,3.92,3.87,3.89,5.07,4.49,4.05,4.87,3.86,5.74,6.1,5.39,3.37,4.4,7.26,6.22,4.69,4.97,4.89,7.21,3.64,4.8,3.58,4.67,5.08
201403,-0.69,0.18,1.26,2.69,-2.58,-0.48,-0.11,2.22,1.5,-3.32,0.24,-0.15,0.53,-1.29,-3.11,-0.05,1.95,0.35,-0.45,-1.65,1.83,0.79,2.66,2.01,-2.99
201404,-6.37,-3.59,-3.86,-4.02,-7.75,-4.45,-3.67,-3,-2.75,-4.83,-1.65,-2.58,-1.5,-2.46,-4.3,-0.4,0.52,-0.5,-1.54,-3.66,1.65,1.46,0.09,0.53,0.57
201405,-2.52,-0.16,1.02,-0.37,-0.36,1.15,0.63,0.59,0.74,-0.77,0.46,0.34,2.18,1.98,1.42,2.6,0.86,2.03,1.91,3.49,2.36,0.78,1.77,2.41,4.19
201406,5.92,3.05,3.23,3.75,8.68,4.75,6.23,5.33,5.09,8.58,4.55,5.14,2.93,4.88,6.93,4.66,2.64,2.25,4.7,5.39,0.68,0.85,1.21,2.38,3.62
201407,-6.47,-3.86,-5.72,-5.39,-9.78,-3.6,-5.09,-6.12,-5.11,-7.7,-3.19,-5.05,-5.87,-6.03,-7.22,-4.25,-1.93,-4.16,-2.99,-3.23,-2.17,-2.2,-1.66,-0.44,0.53
201408,3.49,4.09,3.78,4.86,3.16,6.18,3.54,4.51,4.32,6.39,4.1,5.29,4.66,5.19,5.37,3.91,4.61,4.61,5.2,6.82,3.78,3.83,3.9,4.56,3.32
201409,-6.94,-4.93,-5.61,-5.58,-6.29,-7.94,-4.97,-5.24,-4.17,-4.85,-5.14,-4.39,-5.97,-5.48,-5.77,-4.58,-3.53,-4.41,-2.84,-4.2,-0.35,-1.44,-1.38,-1.13,-1.18
201410,3.21,8.25,7.13,5.62,3.83,3.52,7.87,8.18,7.32,5.96,4.05,4.31,5.12,4.75,5.05,1.78,3.51,2.24,1.67,3.28,3.3,2.49,1.41,2.76,-0.02
201411,-0.64,-0.81,0.06,-1.84,-1.6,-2.04,0.04,0.75,0.14,0.98,2.5,2.9,1.93,0.56,0.29,1.41,3.6,2.61,3.01,1.2,3.68,1.9,2.49,3.8,1.73
201412,3.98,4.58,6.17,4.02,7.38,2.05,2.09,3.19,1.93,2.86,-0.11,1.92,0.24,1.36,1.09,1.31,0.46,1.02,0.26,0.03,0.41,0.65,0.19,-1.08,-3.17
201501,-4.12,-4.28,-4.84,-6.58,-3.65,-3.51,-6.07,-4.29,-4.56,-2.7,-2.93,-2.82,-3.05,-1.84,-2.85,-3.34,-1.37,-2.37,-1.88,-0.89,-5.51,-3.02,-3.33,-3.1,-0.88
201502,4.85,5.08,4.22,6.18,7.28,5.43,4.72,5.9,7.19,7.57,6.74,6.92,6.15,7.1,9.75,6.04,7.32,5.72,7.34,9.16,7.08,4.8,4.85,6.32,7.08
201503,-0.23,0.27,3.2,1.16,2.45,0.57,1.81,2.68,2.03,2.2,1.56,1.22,1.57,0.94,0.63,-0.53,-0.09,0.65,-0.04,2.24,-2.15,-1.64,-2.16,-1.66,-1.44
201504,-2.09,-2.4,-1.93,-1.86,-3.2,-2.18,-1.8,-2.36,-2.53,-2.35,-1.47,-2.39,-1.67,-1.19,-1.9,0.95,-1.16,-1.03,-0.9,-0.66,1.65,0.91,0.04,1.76,2.33
201505,0.94,0.24,2.16,1.97,4.94,2.89,1.13,2.4,1.04,4.36,2.45,2.58,1.57,1.79,4.73,0.35,1.21,2.29,1.66,2.7,2.01,1.45,0.66,1.2,-0.11
201506,1.36,2.54,2.8,3.43,3.26,-2.37,1.61,0.79,0.98,1.7,-2.86,-0.79,0.97,0.61,0.07,-2.76,-1.18,-2.1,-1.25,0.09,-1.61,-1.43,-2.31,-2.31,-0.68
201507,-7.82,-5.16,-5.55,-3.45,-4.45,-4.75,-2.73,-1.17,-1.36,-0.57,-4.85,-1.59,-0.83,-0.74,-1.4,0.11,0.7,1.5,2.11,-0.81,1.34,1.54,1.72,2.62,4.95
201508,-3.96,-3.28,-3.66,-4.16,-6.14,-6.29,-4.66,-3.95,-5.06,-9.55,-3.89,-5.68,-6.65,-5.54,-5.36,-4.04,-5.21,-4.58,-5.15,-9.76,-6.76,-5.7,-6.87,-5.32,-6.19
201509,-10.5,-4.88,-3.32,-3.8,-8.48,-7.68,-5.06,-3.48,-4.16,-8.54,-10.3,-5.56,-3.94,-3.93,-5.57,-4.74,-4.16,-1.98,-3.43,-8.14,-3.22,-1.93,-1.62,-2.99,-2.85
201510,4.01,5.38,7.1,5.27,5.33,6.66,6.64,5.09,5.29,3.91,7.14,5.6,5.48,7.48,4.78,8.1,7.89,7.96,3.7,3.92,8.94,8.26,7,7.25,11.84
201511,2.62,1.82,3.75,1.73,4.61,4.55,3.69,5.26,4.39,6,2.73,1.57,0.61,1.95,1.96,0.06,1.07,0.7,2.15,0.39,-0.24,0.69,-0.86,0.64,1.35
201512,-6.69,-4.46,-3.27,-4.17,-5.19,-5.94,-4.41,-4.61,-5.24,-4.32,-4.81,-5.52,-5.29,-5.25,-5.32,-5.63,-3.08,-2.63,-2.92,-5.31,-1.13,-1.42,-0.89,-3.59,-0.5
201601,-11.81,-6.23,-7.84,-6.15,-15.33,-10.06,-9.2,-6.83,-6.86,-15.92,-10.28,-7.27,-4.3,-6.99,-11.48,-7.08,-7.54,-5.66,-7.05,-11.79,-3.21,-4.52,-5.23,-5.01,-8.36
201602,0.67,-1.49,0.61,0.04,-2.07,1.44,0.93,0.44,0.37,-0.49,2.84,2.23,2.78,2.18,-1.22,2.24,1.36,1.99,1.59,-2.5,0.18,0.79,0.43,-1.18,-2.69
201603,7.62,7.13,6.26,4.93,7.42,10.03,8.82,7.15,7.57,7.7,11.34,8.83,7.75,6.37,8.16,7.52,8.32,7.24,8.61,10.59,6.98,6.25,6.07,7.66,6.57
201604,5.03,3.47,2.17,0.55,5.1,1.68,2.5,2.13,1.09,3.74,3.87,2.09,1.65,0.05,1.66,0.65,1.1,0.68,1.14,4.71,1.03,1.97,1.58,-2.56,0.66
201605,-2.34,0.85,0.05,0.12,0.7,2.9,1.42,2.46,1.53,2.86,-2.11,0.8,1.77,1.96,2.59,1.04,3.2,3.34,3.25,2.78,0.46,1.35,0.76,2.47,4.01
201606,-0.13,1.16,-0.59,-0.23,-1.84,-1.47,-0.15,1.19,0.68,-1.58,-2.08,-1.22,-0.07,-0.46,0.06,-1.07,-1.17,-0.81,-0.55,-2.1,1.76,2.03,0.3,-1.59,-3.37
201607,4.71,5.44,6.31,5.91,5.31,6.87,5.89,4.25,6.1,8.65,7.78,5.67,5.67,4.03,6.99,3.1,4.78,3.77,3.92,6.08,2.6,2.3,4.11,3.81,4.52
201608,4.52,2.87,1.86,3.66,4.27,0.12,1.56,1.63,2.87,3.3,3.81,1.67,1.62,1.34,1.19,-0.05,1.14,1.77,1.5,1.27,1.35,-0.84,0.41,0.62,0
201609,3.83,3.38,1.8,2.76,6.44,4.89,2.04,0.67,0.54,2.51,1.48,0.89,0.57,0.26,-0.31,0.95,-1.22,0.32,-0.71,1.04,0.71,-0.51,-0.13,-0.54,1.35
201610,-8.06,-5.7,-4.18,-3.29,-7.9,-6.62,-6.97,-4.49,-3.36,-8.43,-3.66,-4.8,-3.54,-2.01,-5.04,-4.44,-1.87,-1.15,-0.77,-3.94,-1.18,-1.83,-1.2,-1.16,-2.13
201611,13.03,12.14,11.74,13.9,9.65,18.35,11.61,12.56,14.84,9.58,11.63,11.01,12.08,8.47,8.57,9.78,6.33,7.2,5.91,6.33,6.52,3.92,5,4.27,0.74
201612,3.21,3.6,5.85,6.34,3.7,-0.53,5.07,3.62,2.7,-0.27,-0.36,0.43,2.33,3.51,1.18,-0.38,0.96,1.7,0.56,-0.33,1.74,2.6,2.34,2.33,1.08
201701,2.97,-1.6,-2.62,-2.99,-0.8,3.47,0.67,-1.85,-0.38,1.51,1.82,1.25,0.57,0.5,2.64,2.13,2.84,1.68,2.08,4.88,0.58,0.22,1.52,1.95,4.71
201702,-2.05,0.25,0.37,1.41,2.44,-0.04,-0.18,0.87,2.5,3.77,0.85,1.04,2.46,1.86,3.1,3.29,3.79,2.98,3.27,2.53,2.74,4.13,4.75,3.3,4.56
201703,1.98,0.74,1.78,-0.23,1.77,-0.9,0.46,0.53,-0.01,0.76,-0.82,0.54,-1.08,0.73,0.3,0.84,-0.29,-0.89,0.77,-0.14,-0.27,0.1,-0.68,-0.54,2.17
201704,-0.4,0.66,2.83,2.3,0.69,0.24,2.17,1.96,1.76,1.36,-2.54,1.11,1.31,1.47,0.97,0.69,-0.51,1.8,0.76,1.36,-0.92,1.1,1.02,1.49,2.17
201705,-0.84,-0.72,-3.15,-4.96,-2.45,-3.53,-3.52,-2.6,-3.93,-0.69,-4.44,-0.68,-1.81,-0.59,-0.4,-2.43,0.85,0.36,0.17,1.12,-1.73,1.21,2.17,2.02,2.65
